Time,TZone,Severity,Logger,Thread,Text
2020 05 27 05:59:11,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 05:59:15,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 05:59:15,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 05:59:15,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 05:59:15,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 05:59:15,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 05:59:15,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 05:59:19,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 05:59:19,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 05:59:19,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 05:59:19,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 05:59:19,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 05:59:19,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 05:59:22,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 05:59:22,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 05:59:22,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 05:59:22,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 05:59:22,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 05:59:22,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 05:59:26,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 05:59:26,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 05:59:26,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 05:59:26,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 05:59:26,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 05:59:26,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 06:07:13,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 06:07:13,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 06:07:13,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 06:07:13,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 06:07:13,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 06:07:13,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 06:07:18,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 06:07:18,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 06:07:18,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 06:07:18,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 06:07:18,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 06:07:18,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 06:07:23,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 06:07:23,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 06:07:23,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 06:07:23,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 06:07:23,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 06:07:23,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 06:07:28,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,java.lang.NullPointerException: while trying to invoke the method com.syclo.sap.User.log(java.lang.String) of a null object loaded from field com.syclo.sap.workmanager.custom.ps.object.Activities._user of an object loaded from local variable 'this' |
2020 05 27 06:07:28,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.object.Activities.setProperties(Activities.java:145) |
2020 05 27 06:07:28,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.bapi.ActivitiesUpdateBapi.<init>(ActivitiesUpdateBapi.java:28) |
2020 05 27 06:07:28,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.stephandler.ActivitiesUpdateStepHandler.run(ActivitiesUpdateStepHandler.java:25) |
2020 05 27 06:07:28,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.workmanager.custom.ps.steplet.ActivitiesUpdateSteplet.execute(ActivitiesUpdateSteplet.java:53) |
2020 05 27 06:07:28,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,com.syclo.agentry.AgentryException: Can not determine valid Geospatial Services. |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread, |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPIErrorHandler.init(BAPIErrorHandler.java:76) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPIErrorHandler.<init>(BAPIErrorHandler.java:48) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPI.checkForErrors(BAPI.java:370) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPI.run(BAPI.java:239) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.workorder.bapi.WorkorderFetchBAPI.addGeoLocations(WorkorderFetchBAPI.java:250) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:230) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.lam.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:42) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:54) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.stephandler.GetWorkOrdersStepHandler.run(GetWorkOrdersStepHandler.java:43) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.steplet.GetWorkOrdersSteplet.execute(GetWorkOrdersSteplet.java:32) |
2020 05 27 07:25:25,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,com.syclo.agentry.AgentryException: Can not determine valid Geospatial Services. |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread, |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPIErrorHandler.init(BAPIErrorHandler.java:76) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPIErrorHandler.<init>(BAPIErrorHandler.java:48) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPI.checkForErrors(BAPI.java:370) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPI.run(BAPI.java:239) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.workorder.bapi.WorkorderFetchBAPI.addGeoLocations(WorkorderFetchBAPI.java:250) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:230) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.lam.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:42) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:54) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.stephandler.GetWorkOrdersStepHandler.run(GetWorkOrdersStepHandler.java:43) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.steplet.GetWorkOrdersSteplet.execute(GetWorkOrdersSteplet.java:32) |
2020 05 27 07:35:11,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,com.syclo.agentry.AgentryException: Can not determine valid Geospatial Services. |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread, |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPIErrorHandler.init(BAPIErrorHandler.java:76) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPIErrorHandler.<init>(BAPIErrorHandler.java:48) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPI.checkForErrors(BAPI.java:370) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.bapi.BAPI.run(BAPI.java:239) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.workorder.bapi.WorkorderFetchBAPI.addGeoLocations(WorkorderFetchBAPI.java:250) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:230) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.component.lam.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:42) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.bapi.WorkorderFetchBAPI.processResults(WorkorderFetchBAPI.java:54) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.stephandler.GetWorkOrdersStepHandler.run(GetWorkOrdersStepHandler.java:43) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.workmanager.custom.workorder.steplet.GetWorkOrdersSteplet.execute(GetWorkOrdersSteplet.java:32) |
2020 05 27 07:35:18,+0400,ERROR,System.err,Agentry SAPWM Worker 3876 Thread,	at com.syclo.sap.Steplet.doSteplet(Steplet.java:169) |
2020 05 27 07:39:23,+0400,ERROR,com.sap.mobile.platform.server.agentry.console,Agentry Runtime Worker 9592 Thread,"Exception: 07:39:23 05/27/2020 : 3 (Agentry), XFailedToSendResponse (9, 75, 22, e0014131, ), ..\agentry\netmsg.cpp"
2020 05 27 07:51:39,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread,com.syclo.agentry.AgentryException: Can not determine valid Geospatial Services. |
2020 05 27 07:51:39,+0400,ERROR,System.err,Agentry SAPWM_PS Worker 3344 Thread, |
